File,Mask,Dataset,labels_symmetry
ISIC_0026615.jpg,ISIC_0026615.png,HAM10000,1
ISIC_0033743.jpg,ISIC_0033743.png,HAM10000,1
ISIC_0032436.jpg,ISIC_0032436.png,HAM10000,2
ISIC_0032990.jpg,ISIC_0032990.png,HAM10000,2
ISIC_0031976.jpg,ISIC_0031976.png,HAM10000,0
ISIC_0032866.jpg,ISIC_0032866.png,HAM10000,2
ISIC_0024613.jpg,ISIC_0024613.png,HAM10000,1
ISIC_0025447.jpg,ISIC_0025447.png,HAM10000,2
ISIC_0025918.jpg,ISIC_0025918.png,HAM10000,0
ISIC_0029789.jpg,ISIC_0029789.png,HAM10000,0
ISIC_0033709.jpg,ISIC_0033709.png,HAM10000,0
ISIC_0034227.jpg,ISIC_0034227.png,HAM10000,2
ISIC_0031100.jpg,ISIC_0031100.png,HAM10000,2
ISIC_0026029.jpg,ISIC_0026029.png,HAM10000,0
ISIC_0031179.jpg,ISIC_0031179.png,HAM10000,1
ISIC_0034180.jpg,ISIC_0034180.png,HAM10000,0
ISIC_0025162.jpg,ISIC_0025162.png,HAM10000,1
ISIC_0025352.jpg,ISIC_0025352.png,HAM10000,0
ISIC_0032946.jpg,ISIC_0032946.png,HAM10000,0
ISIC_0025849.jpg,ISIC_0025849.png,HAM10000,2
ISIC_0031956.jpg,ISIC_0031956.png,HAM10000,0
ISIC_0026670.jpg,ISIC_0026670.png,HAM10000,1
ISIC_0032820.jpg,ISIC_0032820.png,HAM10000,0
ISIC_0033234.jpg,ISIC_0033234.png,HAM10000,0
ISIC_0030177.jpg,ISIC_0030177.png,HAM10000,0
ISIC_0025521.jpg,ISIC_0025521.png,HAM10000,2
ISIC_0026347.jpg,ISIC_0026347.png,HAM10000,0
ISIC_0034231.jpg,ISIC_0034231.png,HAM10000,0
ISIC_0028086.jpg,ISIC_0028086.png,HAM10000,0
ISIC_0026783.jpg,ISIC_0026783.png,HAM10000,0
ISIC_0026923.jpg,ISIC_0026923.png,HAM10000,0
ISIC_0027804.jpg,ISIC_0027804.png,HAM10000,2
ISIC_0024762.jpg,ISIC_0024762.png,HAM10000,1
ISIC_0027350.jpg,ISIC_0027350.png,HAM10000,0
ISIC_0029740.jpg,ISIC_0029740.png,HAM10000,0
ISIC_0029673.jpg,ISIC_0029673.png,HAM10000,2
ISIC_0024721.jpg,ISIC_0024721.png,HAM10000,1
ISIC_0031714.jpg,ISIC_0031714.png,HAM10000,2
ISIC_0026204.jpg,ISIC_0026204.png,HAM10000,0
ISIC_0030669.jpg,ISIC_0030669.png,HAM10000,0
ISIC_0029645.jpg,ISIC_0029645.png,HAM10000,0
ISIC_0032740.jpg,ISIC_0032740.png,HAM10000,0
ISIC_0028007.jpg,ISIC_0028007.png,HAM10000,1
ISIC_0033496.jpg,ISIC_0033496.png,HAM10000,0
ISIC_0030773.jpg,ISIC_0030773.png,HAM10000,0
ISIC_0026359.jpg,ISIC_0026359.png,HAM10000,0
ISIC_0033509.jpg,ISIC_0033509.png,HAM10000,0
ISIC_0033752.jpg,ISIC_0033752.png,HAM10000,0
ISIC_0026745.jpg,ISIC_0026745.png,HAM10000,0
ISIC_0025692.jpg,ISIC_0025692.png,HAM10000,1
ISIC_0033794.jpg,ISIC_0033794.png,HAM10000,0
ISIC_0031397.jpg,ISIC_0031397.png,HAM10000,0
ISIC_0024678.jpg,ISIC_0024678.png,HAM10000,2
ISIC_0030886.jpg,ISIC_0030886.png,HAM10000,1
ISIC_0028136.jpg,ISIC_0028136.png,HAM10000,1
ISIC_0024647.jpg,ISIC_0024647.png,HAM10000,0
ISIC_0024645.jpg,ISIC_0024645.png,HAM10000,1
ISIC_0025113.jpg,ISIC_0025113.png,HAM10000,0
ISIC_0024650.jpg,ISIC_0024650.png,HAM10000,0
ISIC_0030899.jpg,ISIC_0030899.png,HAM10000,1
ISIC_0024500.jpg,ISIC_0024500.png,HAM10000,2
ISIC_0027550.jpg,ISIC_0027550.png,HAM10000,0
ISIC_0030772.jpg,ISIC_0030772.png,HAM10000,0
ISIC_0026815.jpg,ISIC_0026815.png,HAM10000,2
ISIC_0033418.jpg,ISIC_0033418.png,HAM10000,2
ISIC_0030456.jpg,ISIC_0030456.png,HAM10000,2
ISIC_0033526.jpg,ISIC_0033526.png,HAM10000,0
ISIC_0024621.jpg,ISIC_0024621.png,HAM10000,2
ISIC_0027278.jpg,ISIC_0027278.png,HAM10000,2
ISIC_0028150.jpg,ISIC_0028150.png,HAM10000,0
ISIC_0025204.jpg,ISIC_0025204.png,HAM10000,0
ISIC_0029139.jpg,ISIC_0029139.png,HAM10000,0
ISIC_0031336.jpg,ISIC_0031336.png,HAM10000,2
ISIC_0026696.jpg,ISIC_0026696.png,HAM10000,2
ISIC_0030108.jpg,ISIC_0030108.png,HAM10000,2
ISIC_0033563.jpg,ISIC_0033563.png,HAM10000,2
ISIC_0025872.jpg,ISIC_0025872.png,HAM10000,1
ISIC_0033823.jpg,ISIC_0033823.png,HAM10000,0
ISIC_0027126.jpg,ISIC_0027126.png,HAM10000,0
ISIC_0033928.jpg,ISIC_0033928.png,HAM10000,0
ISIC_0033460.jpg,ISIC_0033460.png,HAM10000,0
ISIC_0034293.jpg,ISIC_0034293.png,HAM10000,1
ISIC_0032142.jpg,ISIC_0032142.png,HAM10000,0
ISIC_0027044.jpg,ISIC_0027044.png,HAM10000,2
ISIC_0028505.jpg,ISIC_0028505.png,HAM10000,0
ISIC_0031546.jpg,ISIC_0031546.png,HAM10000,0
ISIC_0028654.jpg,ISIC_0028654.png,HAM10000,2
ISIC_0032917.jpg,ISIC_0032917.png,HAM10000,0
ISIC_0028176.jpg,ISIC_0028176.png,HAM10000,2
ISIC_0031016.jpg,ISIC_0031016.png,HAM10000,1
ISIC_0030817.jpg,ISIC_0030817.png,HAM10000,0
ISIC_0025426.jpg,ISIC_0025426.png,HAM10000,1
ISIC_0027040.jpg,ISIC_0027040.png,HAM10000,0
ISIC_0025335.jpg,ISIC_0025335.png,HAM10000,1
ISIC_0033470.jpg,ISIC_0033470.png,HAM10000,0
ISIC_0024807.jpg,ISIC_0024807.png,HAM10000,2
ISIC_0032471.jpg,ISIC_0032471.png,HAM10000,0
ISIC_0025193.jpg,ISIC_0025193.png,HAM10000,2
ISIC_0024308.jpg,ISIC_0024308.png,HAM10000,2
ISIC_0031553.jpg,ISIC_0031553.png,HAM10000,1
ISIC_0027429.jpg,ISIC_0027429.png,HAM10000,1
ISIC_0024938.jpg,ISIC_0024938.png,HAM10000,0
ISIC_0033171.jpg,ISIC_0033171.png,HAM10000,0
ISIC_0028404.jpg,ISIC_0028404.png,HAM10000,0
ISIC_0027130.jpg,ISIC_0027130.png,HAM10000,0
ISIC_0031836.jpg,ISIC_0031836.png,HAM10000,0
ISIC_0030232.jpg,ISIC_0030232.png,HAM10000,1
ISIC_0030695.jpg,ISIC_0030695.png,HAM10000,0
ISIC_0030352.jpg,ISIC_0030352.png,HAM10000,0
ISIC_0026438.jpg,ISIC_0026438.png,HAM10000,0
ISIC_0029463.jpg,ISIC_0029463.png,HAM10000,1
ISIC_0026950.jpg,ISIC_0026950.png,HAM10000,0
ISIC_0027198.jpg,ISIC_0027198.png,HAM10000,2
ISIC_0032754.jpg,ISIC_0032754.png,HAM10000,0
ISIC_0030976.jpg,ISIC_0030976.png,HAM10000,0
ISIC_0032428.jpg,ISIC_0032428.png,HAM10000,0
ISIC_0030374.jpg,ISIC_0030374.png,HAM10000,2
ISIC_0030610.jpg,ISIC_0030610.png,HAM10000,0
ISIC_0033592.jpg,ISIC_0033592.png,HAM10000,0
ISIC_0031287.jpg,ISIC_0031287.png,HAM10000,0
ISIC_0028125.jpg,ISIC_0028125.png,HAM10000,2
ISIC_0032196.jpg,ISIC_0032196.png,HAM10000,0
ISIC_0030780.jpg,ISIC_0030780.png,HAM10000,2
ISIC_0028459.jpg,ISIC_0028459.png,HAM10000,1
ISIC_0034056.jpg,ISIC_0034056.png,HAM10000,1
ISIC_0027383.jpg,ISIC_0027383.png,HAM10000,2
ISIC_0032830.jpg,ISIC_0032830.png,HAM10000,2
ISIC_0027187.jpg,ISIC_0027187.png,HAM10000,0
ISIC_0029050.jpg,ISIC_0029050.png,HAM10000,1
ISIC_0025554.jpg,ISIC_0025554.png,HAM10000,1
ISIC_0029278.jpg,ISIC_0029278.png,HAM10000,0
ISIC_0032005.jpg,ISIC_0032005.png,HAM10000,1
ISIC_0029275.jpg,ISIC_0029275.png,HAM10000,2
ISIC_0032743.jpg,ISIC_0032743.png,HAM10000,1
ISIC_0028393.jpg,ISIC_0028393.png,HAM10000,0
ISIC_0031889.jpg,ISIC_0031889.png,HAM10000,0
ISIC_0026172.jpg,ISIC_0026172.png,HAM10000,0
ISIC_0025367.jpg,ISIC_0025367.png,HAM10000,1
ISIC_0029964.jpg,ISIC_0029964.png,HAM10000,2
ISIC_0033907.jpg,ISIC_0033907.png,HAM10000,2
ISIC_0029229.jpg,ISIC_0029229.png,HAM10000,2
ISIC_0031493.jpg,ISIC_0031493.png,HAM10000,0
ISIC_0027904.jpg,ISIC_0027904.png,HAM10000,0
ISIC_0027322.jpg,ISIC_0027322.png,HAM10000,2
ISIC_0031861.jpg,ISIC_0031861.png,HAM10000,2
ISIC_0032028.jpg,ISIC_0032028.png,HAM10000,0
ISIC_0025683.jpg,ISIC_0025683.png,HAM10000,0
ISIC_0028476.jpg,ISIC_0028476.png,HAM10000,0
ISIC_0027493.jpg,ISIC_0027493.png,HAM10000,2
ISIC_0025545.jpg,ISIC_0025545.png,HAM10000,1
ISIC_0031089.jpg,ISIC_0031089.png,HAM10000,1
ISIC_0026863.jpg,ISIC_0026863.png,HAM10000,2
ISIC_0034044.jpg,ISIC_0034044.png,HAM10000,1
ISIC_0031498.jpg,ISIC_0031498.png,HAM10000,0
ISIC_0024752.jpg,ISIC_0024752.png,HAM10000,1
ISIC_0033034.jpg,ISIC_0033034.png,HAM10000,0
ISIC_0030375.jpg,ISIC_0030375.png,HAM10000,0
ISIC_0027348.jpg,ISIC_0027348.png,HAM10000,2
ISIC_0027534.jpg,ISIC_0027534.png,HAM10000,2
ISIC_0026314.jpg,ISIC_0026314.png,HAM10000,0
ISIC_0027693.jpg,ISIC_0027693.png,HAM10000,0
ISIC_0030852.jpg,ISIC_0030852.png,HAM10000,1
ISIC_0029373.jpg,ISIC_0029373.png,HAM10000,1
ISIC_0032446.jpg,ISIC_0032446.png,HAM10000,1
ISIC_0027474.jpg,ISIC_0027474.png,HAM10000,0
ISIC_0025652.jpg,ISIC_0025652.png,HAM10000,2
ISIC_0029945.jpg,ISIC_0029945.png,HAM10000,0
ISIC_0032718.jpg,ISIC_0032718.png,HAM10000,0
ISIC_0028704.jpg,ISIC_0028704.png,HAM10000,1
ISIC_0029039.jpg,ISIC_0029039.png,HAM10000,1
ISIC_0032155.jpg,ISIC_0032155.png,HAM10000,1
ISIC_0029298.jpg,ISIC_0029298.png,HAM10000,1
ISIC_0033977.jpg,ISIC_0033977.png,HAM10000,0
ISIC_0027110.jpg,ISIC_0027110.png,HAM10000,0
ISIC_0028619.jpg,ISIC_0028619.png,HAM10000,1
ISIC_0026517.jpg,ISIC_0026517.png,HAM10000,0
ISIC_0029071.jpg,ISIC_0029071.png,HAM10000,0
ISIC_0032441.jpg,ISIC_0032441.png,HAM10000,0
ISIC_0029209.jpg,ISIC_0029209.png,HAM10000,1
ISIC_0027843.jpg,ISIC_0027843.png,HAM10000,1
ISIC_0032788.jpg,ISIC_0032788.png,HAM10000,0
ISIC_0025523.jpg,ISIC_0025523.png,HAM10000,2
ISIC_0028801.jpg,ISIC_0028801.png,HAM10000,1
ISIC_0024951.jpg,ISIC_0024951.png,HAM10000,1
ISIC_0025339.jpg,ISIC_0025339.png,HAM10000,0
ISIC_0031388.jpg,ISIC_0031388.png,HAM10000,1
ISIC_0031784.jpg,ISIC_0031784.png,HAM10000,0
ISIC_0028138.jpg,ISIC_0028138.png,HAM10000,2
ISIC_0029315.jpg,ISIC_0029315.png,HAM10000,0
ISIC_0030922.jpg,ISIC_0030922.png,HAM10000,2
ISIC_0030491.jpg,ISIC_0030491.png,HAM10000,1
ISIC_0028584.jpg,ISIC_0028584.png,HAM10000,0
ISIC_0024373.jpg,ISIC_0024373.png,HAM10000,0
ISIC_0025633.jpg,ISIC_0025633.png,HAM10000,0
ISIC_0033027.jpg,ISIC_0033027.png,HAM10000,0
ISIC_0026436.jpg,ISIC_0026436.png,HAM10000,0
ISIC_0029181.jpg,ISIC_0029181.png,HAM10000,2
ISIC_0027076.jpg,ISIC_0027076.png,HAM10000,0
ISIC_0028243.jpg,ISIC_0028243.png,HAM10000,0
ISIC_0030909.jpg,ISIC_0030909.png,HAM10000,1
ISIC_0033175.jpg,ISIC_0033175.png,HAM10000,1
ISIC_0028770.jpg,ISIC_0028770.png,HAM10000,2
ISIC_0030222.jpg,ISIC_0030222.png,HAM10000,1
ISIC_0031607.jpg,ISIC_0031607.png,HAM10000,2
ISIC_0031000.jpg,ISIC_0031000.png,HAM10000,0
ISIC_0028432.jpg,ISIC_0028432.png,HAM10000,0
ISIC_0033058.jpg,ISIC_0033058.png,HAM10000,2
ISIC_0026301.jpg,ISIC_0026301.png,HAM10000,0
ISIC_0025530.jpg,ISIC_0025530.png,HAM10000,0
ISIC_0032592.jpg,ISIC_0032592.png,HAM10000,0
ISIC_0030881.jpg,ISIC_0030881.png,HAM10000,0
ISIC_0026601.jpg,ISIC_0026601.png,HAM10000,2
ISIC_0031643.jpg,ISIC_0031643.png,HAM10000,0
ISIC_0027039.jpg,ISIC_0027039.png,HAM10000,0
ISIC_0033332.jpg,ISIC_0033332.png,HAM10000,2
ISIC_0027182.jpg,ISIC_0027182.png,HAM10000,2
ISIC_0034178.jpg,ISIC_0034178.png,HAM10000,0
ISIC_0026929.jpg,ISIC_0026929.png,HAM10000,0
ISIC_0024435.jpg,ISIC_0024435.png,HAM10000,1
ISIC_0033676.jpg,ISIC_0033676.png,HAM10000,0
ISIC_0030583.jpg,ISIC_0030583.png,HAM10000,2
ISIC_0031773.jpg,ISIC_0031773.png,HAM10000,1
ISIC_0025760.jpg,ISIC_0025760.png,HAM10000,2
ISIC_0029188.jpg,ISIC_0029188.png,HAM10000,0
ISIC_0027401.jpg,ISIC_0027401.png,HAM10000,0
ISIC_0030985.jpg,ISIC_0030985.png,HAM10000,1
ISIC_0032562.jpg,ISIC_0032562.png,HAM10000,1
ISIC_0029436.jpg,ISIC_0029436.png,HAM10000,1
ISIC_0034230.jpg,ISIC_0034230.png,HAM10000,2
ISIC_0034085.jpg,ISIC_0034085.png,HAM10000,0
ISIC_0031601.jpg,ISIC_0031601.png,HAM10000,1
ISIC_0030263.jpg,ISIC_0030263.png,HAM10000,2
ISIC_0030677.jpg,ISIC_0030677.png,HAM10000,0
ISIC_0030255.jpg,ISIC_0030255.png,HAM10000,2
ISIC_0032025.jpg,ISIC_0032025.png,HAM10000,2
ISIC_0026386.jpg,ISIC_0026386.png,HAM10000,0
ISIC_0032003.jpg,ISIC_0032003.png,HAM10000,1
ISIC_0026956.jpg,ISIC_0026956.png,HAM10000,0
ISIC_0024497.jpg,ISIC_0024497.png,HAM10000,0
ISIC_0026993.jpg,ISIC_0026993.png,HAM10000,0
ISIC_0034165.jpg,ISIC_0034165.png,HAM10000,0
ISIC_0030278.jpg,ISIC_0030278.png,HAM10000,0
ISIC_0030573.jpg,ISIC_0030573.png,HAM10000,2
ISIC_0029830.jpg,ISIC_0029830.png,HAM10000,0
ISIC_0030999.jpg,ISIC_0030999.png,HAM10000,1
ISIC_0026710.jpg,ISIC_0026710.png,HAM10000,2
ISIC_0028084.jpg,ISIC_0028084.png,HAM10000,0
ISIC_0030884.jpg,ISIC_0030884.png,HAM10000,0
ISIC_0025332.jpg,ISIC_0025332.png,HAM10000,2
ISIC_0030011.jpg,ISIC_0030011.png,HAM10000,0
ISIC_0027219.jpg,ISIC_0027219.png,HAM10000,0
ISIC_0024786.jpg,ISIC_0024786.png,HAM10000,0
ISIC_0027895.jpg,ISIC_0027895.png,HAM10000,2
ISIC_0033136.jpg,ISIC_0033136.png,HAM10000,2
ISIC_0026952.jpg,ISIC_0026952.png,HAM10000,0
ISIC_0029644.jpg,ISIC_0029644.png,HAM10000,0
ISIC_0031645.jpg,ISIC_0031645.png,HAM10000,0
ISIC_0026983.jpg,ISIC_0026983.png,HAM10000,1
ISIC_0031791.jpg,ISIC_0031791.png,HAM10000,2
ISIC_0032751.jpg,ISIC_0032751.png,HAM10000,0
ISIC_0030089.jpg,ISIC_0030089.png,HAM10000,2
ISIC_0026697.jpg,ISIC_0026697.png,HAM10000,0
ISIC_0028897.jpg,ISIC_0028897.png,HAM10000,0
ISIC_0033645.jpg,ISIC_0033645.png,HAM10000,1
ISIC_0032359.jpg,ISIC_0032359.png,HAM10000,1
ISIC_0032080.jpg,ISIC_0032080.png,HAM10000,2
ISIC_0024700.jpg,ISIC_0024700.png,HAM10000,0
ISIC_0029287.jpg,ISIC_0029287.png,HAM10000,2
ISIC_0030146.jpg,ISIC_0030146.png,HAM10000,1
ISIC_0030564.jpg,ISIC_0030564.png,HAM10000,2
ISIC_0025031.jpg,ISIC_0025031.png,HAM10000,0
ISIC_0026834.jpg,ISIC_0026834.png,HAM10000,1
ISIC_0031413.jpg,ISIC_0031413.png,HAM10000,0
ISIC_0033252.jpg,ISIC_0033252.png,HAM10000,2
ISIC_0026508.jpg,ISIC_0026508.png,HAM10000,1
ISIC_0031620.jpg,ISIC_0031620.png,HAM10000,2
ISIC_0028507.jpg,ISIC_0028507.png,HAM10000,1
ISIC_0032133.jpg,ISIC_0032133.png,HAM10000,2
ISIC_0025526.jpg,ISIC_0025526.png,HAM10000,2
ISIC_0027289.jpg,ISIC_0027289.png,HAM10000,1
ISIC_0033692.jpg,ISIC_0033692.png,HAM10000,0
ISIC_0027036.jpg,ISIC_0027036.png,HAM10000,1
ISIC_0025407.jpg,ISIC_0025407.png,HAM10000,2
ISIC_0033522.jpg,ISIC_0033522.png,HAM10000,0
ISIC_0029322.jpg,ISIC_0029322.png,HAM10000,1
ISIC_0024907.jpg,ISIC_0024907.png,HAM10000,1
ISIC_0032675.jpg,ISIC_0032675.png,HAM10000,1
ISIC_0029422.jpg,ISIC_0029422.png,HAM10000,0
ISIC_0030530.jpg,ISIC_0030530.png,HAM10000,2
ISIC_0027829.jpg,ISIC_0027829.png,HAM10000,1
ISIC_0029476.jpg,ISIC_0029476.png,HAM10000,0
ISIC_0033723.jpg,ISIC_0033723.png,HAM10000,0
ISIC_0024349.jpg,ISIC_0024349.png,HAM10000,0
ISIC_0030654.jpg,ISIC_0030654.png,HAM10000,1
ISIC_0024937.jpg,ISIC_0024937.png,HAM10000,0
ISIC_0029304.jpg,ISIC_0029304.png,HAM10000,1
ISIC_0028109.jpg,ISIC_0028109.png,HAM10000,0
ISIC_0031483.jpg,ISIC_0031483.png,HAM10000,2
ISIC_0031768.jpg,ISIC_0031768.png,HAM10000,0
ISIC_0024471.jpg,ISIC_0024471.png,HAM10000,0
ISIC_0032153.jpg,ISIC_0032153.png,HAM10000,1
ISIC_0027461.jpg,ISIC_0027461.png,HAM10000,0
ISIC_0032098.jpg,ISIC_0032098.png,HAM10000,2
ISIC_0027562.jpg,ISIC_0027562.png,HAM10000,0
ISIC_0026078.jpg,ISIC_0026078.png,HAM10000,2
ISIC_0026092.jpg,ISIC_0026092.png,HAM10000,2
ISIC_0027844.jpg,ISIC_0027844.png,HAM10000,1
ISIC_0030921.jpg,ISIC_0030921.png,HAM10000,0
ISIC_0025317.jpg,ISIC_0025317.png,HAM10000,0
ISIC_0030490.jpg,ISIC_0030490.png,HAM10000,0
ISIC_0024426.jpg,ISIC_0024426.png,HAM10000,0
ISIC_0026832.jpg,ISIC_0026832.png,HAM10000,2
ISIC_0027045.jpg,ISIC_0027045.png,HAM10000,2
ISIC_0027994.jpg,ISIC_0027994.png,HAM10000,1
ISIC_0025180.jpg,ISIC_0025180.png,HAM10000,2
ISIC_0031192.jpg,ISIC_0031192.png,HAM10000,0
ISIC_0032115.jpg,ISIC_0032115.png,HAM10000,0
ISIC_0026999.jpg,ISIC_0026999.png,HAM10000,1
ISIC_0028526.jpg,ISIC_0028526.png,HAM10000,0
ISIC_0029312.jpg,ISIC_0029312.png,HAM10000,1
ISIC_0027012.jpg,ISIC_0027012.png,HAM10000,2
ISIC_0029729.jpg,ISIC_0029729.png,HAM10000,0
ISIC_0029514.jpg,ISIC_0029514.png,HAM10000,1
ISIC_0025187.jpg,ISIC_0025187.png,HAM10000,0
ISIC_0025321.jpg,ISIC_0025321.png,HAM10000,2
ISIC_0032569.jpg,ISIC_0032569.png,HAM10000,0
ISIC_0033717.jpg,ISIC_0033717.png,HAM10000,2
ISIC_0034201.jpg,ISIC_0034201.png,HAM10000,2
ISIC_0031187.jpg,ISIC_0031187.png,HAM10000,2
ISIC_0031447.jpg,ISIC_0031447.png,HAM10000,0
ISIC_0033235.jpg,ISIC_0033235.png,HAM10000,0
ISIC_0029110.jpg,ISIC_0029110.png,HAM10000,1
ISIC_0026980.jpg,ISIC_0026980.png,HAM10000,2
ISIC_0028504.jpg,ISIC_0028504.png,HAM10000,2
ISIC_0028676.jpg,ISIC_0028676.png,HAM10000,2
ISIC_0028377.jpg,ISIC_0028377.png,HAM10000,1
ISIC_0030974.jpg,ISIC_0030974.png,HAM10000,1
ISIC_0033109.jpg,ISIC_0033109.png,HAM10000,0
ISIC_0025568.jpg,ISIC_0025568.png,HAM10000,1
ISIC_0029105.jpg,ISIC_0029105.png,HAM10000,0
ISIC_0027938.jpg,ISIC_0027938.png,HAM10000,2
ISIC_0027634.jpg,ISIC_0027634.png,HAM10000,2
ISIC_0026422.jpg,ISIC_0026422.png,HAM10000,0
ISIC_0031543.jpg,ISIC_0031543.png,HAM10000,0
ISIC_0034174.jpg,ISIC_0034174.png,HAM10000,0
ISIC_0028960.jpg,ISIC_0028960.png,HAM10000,1
ISIC_0030083.jpg,ISIC_0030083.png,HAM10000,0
ISIC_0027671.jpg,ISIC_0027671.png,HAM10000,0
ISIC_0025138.jpg,ISIC_0025138.png,HAM10000,0
ISIC_0030033.jpg,ISIC_0030033.png,HAM10000,0
ISIC_0031995.jpg,ISIC_0031995.png,HAM10000,2
ISIC_0033785.jpg,ISIC_0033785.png,HAM10000,0
